Aldaya(ES),Andros(FR),Bailleul(FR),Benesov(CZ),Bierun(PL),Eurodesserts(BE),Ferrières(FR),Issenheim(FR),Krasny(PL),LeMolay(FR),Mlc(FR),Ochsenfurt(ALL),Parets(ES),Rosenheim(ALL),Rotselaar(BE),Roumanie(RO),StJust(FR),Villecomtal(FR),Wevelgem(BE),0024 FR AIX (DC),0024 FR CHAPONNAY (DC),0024 FR LILPARK (DC),0024 FR METZ (DC),0024 FR PARIS NORD (DC),0024 FR PARIS SUD (DC),0024 FR TOULOUSE (DC),0024 FR TOURS (DC),0024 FR VALLET (DC),FLAG_CF,TRANSFORMABLE,INNO,IMPLUSE,Import_type,PREVISION_NATIONAL,COMMANDE_NATIONAL,ALLOUE_NATIONAL,LIVRE_NATIONAL,ECART_ALLOC_NATIONAL,RUPTURE_NATIONAL,RUPTURE_STKA_NATIONAL,NO_FORECAST_NAT,ECART_PREVISION_NAT,ECART_PREVISION_NAT_PERCENT,PREVISION,COMMANDE,ALLOUE,LIVRE,ECART_ALLOC,RUPTURE,RUPTURE_STKA,NO_FORECAST,ECART_PREVISON,ECART_PREVISION_PERCENT,CSL_ALLOC,CSL,PERTE_CSL_vs_ALLOC,CSL_ALLOC_NATIONAL,CSL_NATIONAL,PERTE_CSL_vs_ALLOC_NATIONAL,Cause_Pareto
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,633.0,653.0,653.0,394.0,259.0,259.0,0.0,0.0,20.0,-3.1595576619273302,106.0,112.0,112.0,100.0,12.0,12.0,0.0,0.0,6.0,-5.660377358490566,100.0,89.2857142857143,10.714285714285708,100.0,60.33690658499234,39.66309341500766,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,633.0,653.0,653.0,394.0,259.0,259.0,0.0,0.0,20.0,-3.1595576619273302,81.0,63.0,63.0,59.0,4.0,4.0,0.0,0.0,-18.0,22.222222222222214,100.0,93.65079365079364,6.349206349206357,100.0,60.33690658499234,39.66309341500766,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,633.0,653.0,653.0,394.0,259.0,259.0,0.0,0.0,20.0,-3.1595576619273302,160.0,161.0,161.0,18.0,143.0,143.0,0.0,0.0,1.0,-0.625,100.0,11.180124223602483,88.81987577639751,100.0,60.33690658499234,39.66309341500766,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,119.0,123.0,123.0,123.0,0.0,0.0,0.0,0.0,4.0,-3.361344537815126,100.0,100.0,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,92.0,104.0,104.0,104.0,0.0,0.0,0.0,0.0,12.0,-13.043478260869565,100.0,100.0,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,241.0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,-25.0,10.37344398340249,100.0,100.0,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,138.0,123.0,123.0,123.0,0.0,0.0,0.0,0.0,-15.0,10.869565217391305,100.0,100.0,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,184.0,131.0,131.0,131.0,0.0,0.0,0.0,0.0,-53.0,28.80434782608696,100.0,100.0,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,240.0,179.0,64.0,64.0,0.0,115.0,115.0,0.0,-61.0,25.41666666666667,35.754189944134076,35.754189944134076,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,249.0,237.0,63.0,63.0,0.0,174.0,174.0,0.0,-12.0,4.819277108433735,26.58227848101265,26.58227848101265,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1388.0,1232.0,943.0,943.0,0.0,289.0,289.0,0.0,-156.0,11.23919308357349,125.0,119.0,119.0,119.0,0.0,0.0,0.0,0.0,-6.0,4.8,100.0,100.0,0.0,76.54220779220779,76.54220779220779,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,891.0,891.0,838.0,53.0,53.0,0.0,0.0,845.0,-1836.9565217391305,46.0,87.0,87.0,34.0,53.0,53.0,0.0,0.0,41.0,-89.1304347826087,100.0,39.080459770114935,60.919540229885065,100.0,94.05162738496072,5.9483726150392755,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,385.0,896.0,758.0,726.0,32.0,170.0,138.0,0.0,511.0,-132.72727272727272,146.0,92.0,32.0,32.0,0.0,60.0,60.0,0.0,-54.0,36.98630136986301,34.78260869565217,34.78260869565217,0.0,84.59821428571429,81.02678571428571,3.571428571428584,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,180.0,2597.0,2601.0,2577.0,24.0,20.0,-4.0,0.0,2417.0,-1342.7777777777776,180.0,164.0,164.0,144.0,20.0,20.0,0.0,0.0,-16.0,8.888888888888891,100.0,87.8048780487805,12.195121951219509,100.15402387370042,99.22988063149788,0.9241432422025468,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,43.0,437.0,433.0,413.0,20.0,24.0,4.0,0.0,394.0,-916.279069767442,43.0,64.0,60.0,40.0,20.0,24.0,4.0,0.0,21.0,-48.83720930232558,93.75,62.5,31.25,99.0846681922197,94.50800915331808,4.57665903890161,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,703.0,622.0,622.0,0.0,81.0,81.0,0.0,692.0,-6290.909090909091,11.0,91.0,10.0,10.0,0.0,81.0,81.0,0.0,80.0,-727.2727272727273,10.989010989010987,10.989010989010987,0.0,88.47795163584637,88.47795163584637,0.0,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,205.0,161.0,161.0,161.0,0.0,0.0,0.0,0.0,-44.0,21.463414634146346,100.0,100.0,0.0,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,109.0,113.0,60.0,60.0,0.0,53.0,53.0,0.0,4.0,-3.669724770642202,53.09734513274337,53.09734513274337,0.0,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,205.0,178.0,178.0,6.0,172.0,172.0,0.0,0.0,-27.0,13.170731707317074,100.0,3.3707865168539324,96.62921348314607,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,95.0,100.0,100.0,19.0,81.0,81.0,0.0,0.0,5.0,-5.2631578947368425,100.0,19.0,81.0,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,137.0,142.0,120.0,117.0,3.0,25.0,22.0,0.0,5.0,-3.6496350364963503,84.50704225352112,82.39436619718309,2.1126760563380174,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,122.0,173.0,173.0,111.0,62.0,62.0,0.0,0.0,51.0,-41.80327868852459,100.0,64.16184971098265,35.838150289017356,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,316.0,307.0,307.0,254.0,53.0,53.0,0.0,0.0,-9.0,2.848101265822785,100.0,82.73615635179155,17.263843648208464,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.0,1547.0,1441.0,951.0,490.0,596.0,106.0,0.0,36.0,-2.382528127068167,234.0,251.0,220.0,220.0,0.0,31.0,31.0,0.0,17.0,-7.264957264957265,87.64940239043823,87.64940239043823,0.0,93.14802844214607,61.47382029734971,31.67420814479637,A Creuser
